FrameNumber, xAcc, yAcc, zAcc, xGyro, yGyro, zGyro
501, -1.009766, -0.063477, -0.835205, -11.947632, 25.039673, 10.665894, 0.000000
501, -1.015381, -0.070068, -0.867432, -12.374878, 24.307251, 11.001587, 0.000000
501, -1.029785, -0.071289, -0.902588, -12.527466, 23.513794, 11.444092, 0.000000
501, -1.034424, -0.075195, -0.929688, -12.313843, 22.262573, 11.657715, 0.000000
501, -1.041016, -0.075684, -0.955322, -12.100220, 20.782471, 11.932373, 0.000000
501, -1.047363, -0.074219, -0.972412, -11.199951, 19.165039, 11.993408, 0.000000
501, -1.055176, -0.064209, -0.985840, -10.055542, 17.227173, 11.947632, 0.000000
501, -1.061523, -0.053711, -0.996338, -8.712769, 15.411377, 11.642456, 0.000000
501, -1.062988, -0.043945, -0.989990, -7.049561, 13.275146, 11.245728, 0.000000
501, -1.061768, -0.034912, -0.989502, -5.554199, 11.184692, 10.803223, 0.000000
501, -1.068604, -0.021484, -0.979980, -4.104614, 9.384155, 10.192871, 0.000000
501, -1.065674, -0.011230, -0.972900, -2.593994, 7.461548, 9.368896, 0.000000
501, -1.065674, 0.001221, -0.966797, -1.296997, 5.371094, 8.346558, 0.000000
501, -1.062744, 0.015869, -0.955566, -0.183105, 3.448486, 7.247925, 0.000000
501, -1.062988, 0.025391, -0.929443, 0.915527, 1.373291, 5.950928, 0.000000
502, -1.053223, 0.030762, -0.911377, 1.800537, -0.289917, 4.547119, 0.000000
502, -1.051025, 0.036377, -0.889648, 2.655029, -1.922607, 3.143311, 0.000000
502, -1.045166, 0.040283, -0.868652, 3.570557, -3.570557, 1.556396, 0.000000
502, -1.034424, 0.034912, -0.849121, 4.440308, -5.020142, 0.015259, 0.000000
502, -1.029541, 0.039795, -0.826904, 5.096436, -6.454468, -1.541138, 0.000000
502, -1.022705, 0.032471, -0.796631, 5.737305, -7.354736, -3.112793, 0.000000
502, -1.007568, 0.025879, -0.773682, 6.423950, -8.270264, -4.470825, 0.000000
502, -0.997559, 0.020264, -0.751465, 6.927490, -8.956909, -5.920410, 0.000000
502, -0.989014, 0.011719, -0.721191, 7.369995, -9.674072, -7.232666, 0.000000
502, -0.979004, -0.002197, -0.701416, 7.644653, -9.994507, -8.285522, 0.000000
502, -0.967529, -0.011719, -0.672119, 7.858276, -10.208130, -9.078979, 0.000000
502, -0.958740, -0.018311, -0.654785, 7.614136, -10.253906, -9.933472, 0.000000
502, -0.954102, -0.026611, -0.636719, 7.263184, -10.238647, -10.803223, 0.000000
502, -0.939209, -0.038818, -0.616211, 6.637573, -10.192871, -11.184692, 0.000000
502, -0.936523, -0.049561, -0.601074, 6.088257, -9.963989, -11.566162, 0.000000
502, -0.927246, -0.061768, -0.582520, 5.279541, -10.040283, -11.993408, 0.000000
503, -0.917236, -0.075195, -0.574219, 4.608154, -9.597778, -12.191772, 0.000000
503, -0.911133, -0.084717, -0.561279, 3.540039, -9.262085, -12.207031, 0.000000
503, -0.905273, -0.098633, -0.548584, 2.563477, -8.895874, -12.191772, 0.000000
503, -0.895264, -0.115234, -0.552246, 1.693726, -8.407593, -12.054443, 0.000000
503, -0.887695, -0.123779, -0.531250, 0.946045, -8.041382, -11.886597, 0.000000
503, -0.882080, -0.136475, -0.534424, 0.122070, -7.431030, -11.611938, 0.000000
503, -0.873535, -0.148193, -0.531250, -0.244141, -6.774902, -11.306763, 0.000000
503, -0.873779, -0.153809, -0.528076, -0.320435, -6.240845, -10.986328, 0.000000
503, -0.866455, -0.170654, -0.526367, -0.366211, -5.859375, -10.498047, 0.000000
503, -0.864258, -0.173096, -0.527832, -0.579834, -5.294800, -10.101318, 0.000000
503, -0.861572, -0.179199, -0.526123, -0.747681, -4.745483, -9.658813, 0.000000
503, -0.859863, -0.181885, -0.527832, -0.640869, -4.348755, -9.017944, 0.000000
503, -0.858887, -0.184326, -0.531494, -0.839233, -4.043579, -8.239746, 0.000000
503, -0.856445, -0.184082, -0.530029, -1.190186, -3.845215, -7.644653, 0.000000
503, -0.853027, -0.180176, -0.531494, -1.358032, -3.768921, -7.019043, 0.000000
503, -0.852051, -0.180664, -0.533447, -1.358032, -3.768921, -6.530762, 0.000000
503, -0.852051, -0.175781, -0.523682, -1.495361, -3.952026, -6.042480, 0.000000
504, -0.850586, -0.176758, -0.528809, -1.388550, -3.952026, -5.722046, 0.000000
504, -0.847168, -0.174561, -0.521484, -1.312256, -4.089355, -5.294800, 0.000000
504, -0.842529, -0.177490, -0.521484, -1.113892, -4.074097, -5.081177, 0.000000
504, -0.842773, -0.170898, -0.518311, -0.717163, -4.196167, -4.669189, 0.000000
504, -0.836182, -0.167969, -0.501709, -0.366211, -4.394531, -4.302979, 0.000000
504, -0.835205, -0.161865, -0.507568, -0.091553, -4.196167, -4.104614, 0.000000
504, -0.833252, -0.151855, -0.498779, 0.564575, -4.211426, -3.906250, 0.000000
504, -0.833008, -0.145020, -0.496826, 1.174927, -4.333496, -3.875732, 0.000000
504, -0.830322, -0.139893, -0.490967, 1.525879, -4.348755, -3.936768, 0.000000
504, -0.826904, -0.130371, -0.480957, 1.937866, -4.211426, -3.860474, 0.000000
504, -0.825928, -0.121826, -0.471924, 2.227783, -4.135132, -3.662109, 0.000000
504, -0.821045, -0.113525, -0.458252, 2.227783, -4.013062, -3.616333, 0.000000
504, -0.821045, -0.106934, -0.447754, 1.998901, -3.814697, -3.799438, 0.000000
504, -0.820557, -0.092773, -0.447998, 1.434326, -3.417969, -3.738403, 0.000000
504, -0.819092, -0.085938, -0.444580, 0.839233, -3.265381, -3.829956, 0.000000
504, -0.810059, -0.079102, -0.431885, 0.167847, -2.929688, -3.799438, 0.000000
504, -0.812256, -0.072021, -0.441406, -0.488281, -2.670288, -3.890991, 0.000000
505, -0.811279, -0.065918, -0.432617, -1.083374, -2.334595, -4.150391, 0.000000
505, -0.812988, -0.061523, -0.431885, -1.647949, -2.044678, -4.287720, 0.000000
505, -0.812744, -0.058594, -0.436768, -2.517700, -1.785278, -4.409790, 0.000000
505, -0.808838, -0.055664, -0.431885, -2.960205, -1.327515, -4.714966, 0.000000
505, -0.809570, -0.053467, -0.434814, -3.555298, -0.885010, -4.928589, 0.000000
505, -0.805420, -0.053711, -0.435059, -4.013062, -0.579834, -4.943848, 0.000000
505, -0.802979, -0.050049, -0.436035, -4.425049, -0.289917, -5.249023, 0.000000
505, -0.802979, -0.051270, -0.437744, -4.913330, 0.091553, -5.722046, 0.000000
505, -0.797119, -0.048584, -0.448975, -5.035400, 0.274658, -5.966187, 0.000000
505, -0.800293, -0.047119, -0.455566, -5.111694, 0.579834, -6.179810, 0.000000
505, -0.801025, -0.046387, -0.453369, -4.989624, 1.129150, -6.515503, 0.000000
505, -0.797607, -0.041992, -0.455078, -5.187988, 1.403809, -6.744385, 0.000000
505, -0.803223, -0.044434, -0.459229, -5.020142, 1.495361, -7.278442, 0.000000
505, -0.800537, -0.040527, -0.460449, -4.791260, 1.708984, -7.583618, 0.000000
505, -0.795898, -0.037842, -0.462158, -4.913330, 1.892090, -7.781982, 0.000000
505, -0.797607, -0.033691, -0.466797, -4.974365, 2.288818, -7.888794, 0.000000
506, -0.799805, -0.032227, -0.473877, -5.050659, 2.349854, -8.255005, 0.000000
506, -0.799072, -0.031494, -0.478027, -5.508423, 2.319336, -8.666992, 0.000000
506, -0.791260, -0.033447, -0.479492, -5.813599, 2.166748, -8.621216, 0.000000
506, -0.792236, -0.029297, -0.476563, -6.103516, 2.365112, -8.743286, 0.000000
506, -0.795654, -0.031250, -0.485840, -6.652832, 2.410889, -9.002686, 0.000000
506, -0.789307, -0.027100, -0.488037, -7.049561, 2.197266, -9.185791, 0.000000
506, -0.788086, -0.023682, -0.487305, -7.171631, 2.059937, -9.078979, 0.000000
506, -0.787598, -0.020752, -0.482666, -7.522583, 2.136230, -9.338379, 0.000000
506, -0.784424, -0.020752, -0.478271, -7.980347, 2.258301, -9.597778, 0.000000
506, -0.783936, -0.019531, -0.479004, -8.377075, 2.349854, -9.552002, 0.000000
506, -0.782715, -0.019287, -0.469971, -8.499146, 2.517700, -9.613037, 0.000000
506, -0.785645, -0.020996, -0.475098, -8.987427, 2.609253, -9.872437, 0.000000
506, -0.783936, -0.018311, -0.472412, -9.552002, 2.792358, -10.009766, 0.000000
506, -0.785156, -0.017822, -0.468750, -10.040283, 3.021240, -10.070801, 0.000000
506, -0.786865, -0.019531, -0.467773, -10.238647, 3.265381, -10.208130, 0.000000
506, -0.782471, -0.023193, -0.470459, -10.681152, 3.677368, -10.360718, 0.000000
506, -0.782471, -0.018311, -0.477783, -10.910034, 4.119873, -10.452271, 0.000000
507, -0.782959, -0.019775, -0.478027, -10.925293, 4.394531, -10.482788, 0.000000
507, -0.785645, -0.017822, -0.483887, -11.108398, 4.669189, -10.635376, 0.000000
507, -0.784424, -0.015137, -0.483154, -11.322021, 5.050659, -10.803223, 0.000000
507, -0.785645, -0.016357, -0.484619, -11.474609, 5.661011, -10.864258, 0.000000
507, -0.787109, -0.014893, -0.488770, -11.672974, 5.920410, -11.062622, 0.000000
507, -0.791260, -0.014893, -0.486328, -12.100220, 6.378174, -11.154175, 0.000000
507, -0.794189, -0.010254, -0.501709, -12.603760, 6.835938, -11.398315, 0.000000
507, -0.797119, -0.013672, -0.500977, -12.969971, 6.973267, -11.474609, 0.000000
507, -0.794678, -0.007813, -0.511230, -13.793945, 7.156372, -11.627197, 0.000000
507, -0.797607, -0.013916, -0.524902, -14.511108, 7.385254, -11.871338, 0.000000
507, -0.800781, -0.017334, -0.529785, -15.151978, 7.614136, -11.932373, 0.000000
507, -0.807129, -0.017334, -0.540527, -15.640259, 7.644653, -12.145996, 0.000000
507, -0.802979, -0.019043, -0.548828, -16.098022, 7.690430, -12.252808, 0.000000
507, -0.804688, -0.024658, -0.555420, -16.799927, 7.781982, -12.390137, 0.000000
507, -0.807617, -0.030029, -0.574707, -17.196655, 7.873535, -12.542725, 0.000000
507, -0.811523, -0.036133, -0.575195, -17.562866, 7.690430, -12.725830, 0.000000
507, -0.813232, -0.037842, -0.587402, -17.761230, 7.476807, -13.092041, 0.000000
508, -0.813477, -0.042969, -0.593994, -17.837524, 7.324219, -13.290405, 0.000000
508, -0.813721, -0.048584, -0.607422, -17.898560, 7.354736, -13.473511, 0.000000
508, -0.811768, -0.057373, -0.609619, -17.669678, 7.095337, -13.534546, 0.000000
508, -0.812500, -0.062500, -0.611816, -17.730713, 6.744385, -13.824463, 0.000000
508, -0.811035, -0.071045, -0.621582, -17.608643, 6.378174, -13.916016, 0.000000
508, -0.814697, -0.076416, -0.626221, -17.333984, 5.905151, -14.114380, 0.000000
508, -0.809082, -0.081787, -0.627686, -17.135620, 5.752563, -14.144897, 0.000000
508, -0.815430, -0.088379, -0.624512, -16.769409, 5.462646, -13.977051, 0.000000
508, -0.810791, -0.101074, -0.621826, -16.510010, 5.126953, -13.916016, 0.000000
508, -0.813477, -0.101318, -0.620117, -16.357422, 4.638672, -13.992310, 0.000000
508, -0.812744, -0.105713, -0.618652, -16.052246, 4.180908, -13.793945, 0.000000
508, -0.811035, -0.111328, -0.612549, -16.189575, 4.058838, -13.580322, 0.000000
508, -0.808350, -0.108887, -0.609375, -16.220093, 3.814697, -13.198853, 0.000000
508, -0.805908, -0.111816, -0.608154, -16.036987, 3.601074, -12.847900, 0.000000
508, -0.809570, -0.110352, -0.597900, -16.418457, 3.158569, -12.527466, 0.000000
508, -0.806396, -0.111084, -0.587891, -16.677856, 2.868652, -12.084961, 0.000000
509, -0.802734, -0.110840, -0.583496, -17.013550, 2.868652, -11.734009, 0.000000
509, -0.805420, -0.106201, -0.575195, -17.517090, 2.639771, -11.520386, 0.000000
509, -0.808350, -0.102783, -0.572510, -17.898560, 2.380371, -11.245728, 0.000000
509, -0.805664, -0.102295, -0.560791, -18.203735, 2.334595, -11.001587, 0.000000
509, -0.810059, -0.097900, -0.551514, -18.783569, 2.502441, -10.833740, 0.000000
509, -0.812256, -0.093262, -0.548828, -19.180298, 2.655029, -10.681152, 0.000000
509, -0.809814, -0.087891, -0.540527, -19.500732, 2.990723, -10.772705, 0.000000
509, -0.810791, -0.089111, -0.529053, -19.760132, 3.417969, -10.742188, 0.000000
509, -0.813232, -0.087402, -0.533936, -20.217896, 3.631592, -10.772705, 0.000000
509, -0.814209, -0.084961, -0.533691, -20.523071, 4.043579, -10.879517, 0.000000
509, -0.815918, -0.090088, -0.533691, -20.812988, 4.287720, -11.215210, 0.000000
509, -0.815918, -0.088135, -0.541748, -21.087646, 4.638672, -11.550903, 0.000000
509, -0.820068, -0.095947, -0.535645, -21.011353, 4.913330, -12.054443, 0.000000
509, -0.817139, -0.104736, -0.538330, -20.782471, 5.340576, -12.466431, 0.000000
509, -0.816406, -0.110352, -0.546387, -20.141602, 5.615234, -12.908936, 0.000000
509, -0.820313, -0.117676, -0.542480, -19.378662, 5.676270, -13.214111, 0.000000
509, -0.815674, -0.121094, -0.545654, -18.814087, 5.783081, -13.595581, 0.000000
510, -0.815430, -0.127686, -0.550781, -18.417358, 5.981445, -13.916016, 0.000000
510, -0.820313, -0.140625, -0.543457, -18.127441, 6.164551, -14.068604, 0.000000
510, -0.821533, -0.142090, -0.546143, -17.898560, 6.423950, -14.114380, 0.000000
510, -0.827148, -0.146729, -0.551758, -17.654419, 6.530762, -14.221191, 0.000000
510, -0.822754, -0.150635, -0.552246, -17.593384, 6.225586, -14.160156, 0.000000
510, -0.826416, -0.152832, -0.544434, -17.684937, 6.042480, -14.236450, 0.000000
510, -0.827637, -0.158936, -0.541748, -17.684937, 5.920410, -14.282227, 0.000000
510, -0.823975, -0.161133, -0.551270, -18.005371, 5.767822, -14.022827, 0.000000
510, -0.824463, -0.165771, -0.541260, -18.264771, 5.569458, -13.824463, 0.000000
510, -0.824951, -0.172852, -0.538086, -18.692017, 5.447388, -13.534546, 0.000000
510, -0.823242, -0.175293, -0.537109, -18.875122, 5.233765, -13.137817, 0.000000
510, -0.828613, -0.179443, -0.536865, -19.317627, 4.989624, -12.878418, 0.000000
510, -0.824707, -0.187988, -0.539551, -19.577026, 4.776001, -12.649536, 0.000000
510, -0.831299, -0.191162, -0.531982, -19.729614, 4.714966, -12.268066, 0.000000
510, -0.831787, -0.197510, -0.539551, -19.790649, 4.730225, -11.901855, 0.000000
510, -0.833252, -0.204346, -0.542236, -19.851685, 4.806519, -11.672974, 0.000000
510, -0.836670, -0.210205, -0.547119, -19.790649, 4.898071, -11.260986, 0.000000
511, -0.836670, -0.217041, -0.548096, -19.683838, 4.867554, -11.001587, 0.000000
511, -0.844727, -0.220215, -0.554932, -19.149780, 4.699707, -10.772705, 0.000000
511, -0.843018, -0.221436, -0.552734, -18.722534, 4.562378, -10.162354, 0.000000
511, -0.845703, -0.221436, -0.553467, -18.508911, 4.058838, -9.628296, 0.000000
511, -0.848389, -0.221436, -0.563477, -18.066406, 4.150391, -9.399414, 0.000000
511, -0.853760, -0.223389, -0.554199, -17.578125, 3.860474, -9.017944, 0.000000
511, -0.846680, -0.218750, -0.559570, -17.150879, 3.540039, -8.453369, 0.000000
511, -0.846191, -0.217041, -0.556641, -16.632080, 3.356934, -8.117676, 0.000000
511, -0.862305, -0.206543, -0.548584, -16.220093, 3.051758, -7.659912, 0.000000
511, -0.858398, -0.208984, -0.540283, -16.067505, 2.792358, -7.492065, 0.000000
511, -0.858154, -0.218262, -0.546387, -16.098022, 2.700806, -7.415771, 0.000000
511, -0.869141, -0.213135, -0.537842, -15.670776, 2.700806, -7.141113, 0.000000
511, -0.869385, -0.213623, -0.540527, -15.411377, 2.304077, -6.820679, 0.000000
511, -0.868408, -0.211426, -0.532715, -15.060425, 2.304077, -6.607056, 0.000000
511, -0.876465, -0.207275, -0.535889, -14.587402, 2.395630, -6.179810, 0.000000
511, -0.873779, -0.207764, -0.536133, -14.221191, 2.365112, -5.844116, 0.000000
512, -0.868896, -0.203125, -0.537598, -13.854980, 2.609253, -5.584717, 0.000000
512, -0.879395, -0.193848, -0.533447, -13.641357, 2.609253, -5.218506, 0.000000
512, -0.879639, -0.192871, -0.525635, -13.519287, 2.670288, -4.837036, 0.000000
512, -0.875000, -0.188721, -0.522461, -13.473511, 2.288818, -4.745483, 0.000000
512, -0.877441, -0.179932, -0.525146, -13.305664, 2.136230, -4.455566, 0.000000
512, -0.882568, -0.179443, -0.520508, -13.214111, 2.349854, -4.135132, 0.000000
512, -0.883301, -0.180420, -0.520508, -13.183594, 2.365112, -4.135132, 0.000000
512, -0.880615, -0.175781, -0.514404, -13.504028, 2.365112, -3.906250, 0.000000
512, -0.881104, -0.169678, -0.516357, -13.320923, 2.487183, -3.692627, 0.000000
512, -0.879883, -0.169434, -0.514893, -13.305664, 2.838135, -3.601074, 0.000000
512, -0.883301, -0.167480, -0.517578, -13.290405, 2.807617, -3.433228, 0.000000
512, -0.885254, -0.160889, -0.522949, -13.198853, 2.990723, -3.372192, 0.000000
512, -0.886963, -0.153320, -0.519531, -12.908936, 3.097534, -3.265381, 0.000000
512, -0.889893, -0.148193, -0.521973, -12.939453, 3.219604, -3.326416, 0.000000
512, -0.892334, -0.140137, -0.522705, -12.771606, 3.280640, -3.265381, 0.000000
512, -0.889404, -0.135742, -0.519531, -12.771606, 3.356934, -3.280640, 0.000000
512, -0.889893, -0.131348, -0.533691, -12.924194, 3.326416, -3.311157, 0.000000
513, -0.890625, -0.121582, -0.532715, -13.061523, 3.173828, -3.311157, 0.000000
513, -0.887207, -0.121826, -0.536133, -13.244629, 3.280640, -3.540039, 0.000000
513, -0.890137, -0.118408, -0.541748, -13.351440, 3.128052, -3.845215, 0.000000
513, -0.889648, -0.117188, -0.540527, -13.595581, 2.914429, -3.997803, 0.000000
513, -0.891357, -0.116943, -0.547852, -13.732910, 2.761841, -4.180908, 0.000000
513, -0.888428, -0.118164, -0.547607, -13.916016, 2.548218, -4.409790, 0.000000
513, -0.889160, -0.121094, -0.556641, -13.916016, 2.288818, -4.730225, 0.000000
513, -0.887695, -0.120361, -0.559814, -13.931274, 1.815796, -4.852295, 0.000000
513, -0.888672, -0.126953, -0.561768, -14.007568, 1.602173, -5.065918, 0.000000
513, -0.889893, -0.133057, -0.569092, -13.961792, 1.266479, -5.203247, 0.000000
513, -0.888184, -0.137451, -0.580811, -13.854980, 0.930786, -5.493164, 0.000000
513, -0.885254, -0.138916, -0.572266, -13.687134, 0.610352, -5.554199, 0.000000
513, -0.881836, -0.140137, -0.575928, -13.488770, -0.045776, -5.722046, 0.000000
513, -0.879883, -0.150879, -0.574707, -13.183594, -0.350952, -5.783081, 0.000000
513, -0.877686, -0.152832, -0.579102, -13.046265, -0.762939, -5.691528, 0.000000
513, -0.875488, -0.155029, -0.580322, -12.680054, -1.388550, -5.569458, 0.000000
513, -0.877197, -0.157227, -0.576660, -12.481689, -1.464844, -5.447388, 0.000000
514, -0.875244, -0.154297, -0.571045, -12.268066, -1.876831, -5.432129, 0.000000
514, -0.871826, -0.154541, -0.573730, -11.856079, -2.197266, -5.249023, 0.000000
514, -0.875244, -0.154053, -0.571533, -11.505127, -2.258301, -5.355835, 0.000000
514, -0.872803, -0.151367, -0.571533, -11.489868, -2.456665, -5.340576, 0.000000
514, -0.873047, -0.148438, -0.561279, -11.108398, -2.700806, -5.203247, 0.000000
514, -0.872559, -0.142578, -0.562988, -11.047363, -2.929688, -5.172729, 0.000000
514, -0.872070, -0.140625, -0.565186, -11.138916, -3.082275, -5.126953, 0.000000
514, -0.870850, -0.137207, -0.570068, -11.016846, -3.173828, -5.004883, 0.000000
514, -0.869629, -0.136719, -0.570068, -10.986328, -3.707886, -5.081177, 0.000000
514, -0.869873, -0.131348, -0.573975, -11.032104, -3.906250, -5.004883, 0.000000
514, -0.868896, -0.126221, -0.578125, -11.352539, -4.089355, -5.081177, 0.000000
514, -0.869873, -0.125977, -0.574951, -11.383057, -4.302979, -5.371094, 0.000000
514, -0.866943, -0.121582, -0.572510, -11.627197, -4.409790, -5.508423, 0.000000
514, -0.867188, -0.118896, -0.571533, -12.008667, -4.638672, -5.706787, 0.000000
514, -0.862305, -0.121582, -0.571045, -12.130737, -4.898071, -5.966187, 0.000000
514, -0.866943, -0.115967, -0.566895, -12.512207, -5.432129, -6.103516, 0.000000
514, -0.860840, -0.116211, -0.560791, -13.000488, -5.447388, -6.195068, 0.000000
515, -0.859131, -0.113525, -0.559570, -13.046265, -5.554199, -6.530762, 0.000000
515, -0.854736, -0.109863, -0.555664, -13.458252, -5.722046, -6.668091, 0.000000
515, -0.854004, -0.106689, -0.557861, -13.931274, -5.935669, -6.866455, 0.000000
515, -0.853027, -0.110352, -0.554932, -14.114380, -6.149292, -7.202148, 0.000000
515, -0.852783, -0.106445, -0.553467, -14.419556, -6.088257, -7.431030, 0.000000
515, -0.852783, -0.107666, -0.557861, -15.090942, -5.859375, -7.598877, 0.000000
515, -0.854492, -0.110596, -0.559814, -15.945435, -5.798340, -7.736206, 0.000000
515, -0.852783, -0.116211, -0.566650, -16.632080, -6.240845, -7.919312, 0.000000
515, -0.853271, -0.118408, -0.572510, -17.120361, -6.515503, -8.163452, 0.000000
515, -0.848877, -0.121338, -0.583008, -17.669678, -6.698608, -8.224487, 0.000000
515, -0.844482, -0.130615, -0.585449, -17.868042, -7.110596, -8.331299, 0.000000
515, -0.837891, -0.133057, -0.592529, -18.051147, -7.522583, -8.666992, 0.000000
515, -0.834717, -0.134521, -0.597168, -18.066406, -7.995605, -8.895874, 0.000000
515, -0.833252, -0.142822, -0.597412, -17.929077, -8.544922, -9.048462, 0.000000
515, -0.829346, -0.141602, -0.591797, -17.593384, -9.094238, -9.292603, 0.000000
515, -0.832275, -0.140625, -0.584229, -17.166138, -9.506226, -9.552002, 0.000000
516, -0.831543, -0.136963, -0.585205, -16.891479, -10.070801, -9.582520, 0.000000
516, -0.829346, -0.129150, -0.577637, -16.571045, -10.360718, -9.872437, 0.000000
516, -0.827637, -0.129395, -0.571045, -16.616821, -10.726929, -10.131836, 0.000000
516, -0.824707, -0.124268, -0.559082, -16.128540, -10.833740, -10.528564, 0.000000
516, -0.816406, -0.124023, -0.549561, -16.113281, -11.077881, -10.894775, 0.000000
516, -0.817139, -0.123047, -0.538574, -16.235352, -11.428833, -11.138916, 0.000000
516, -0.817139, -0.120361, -0.528320, -16.433716, -11.718750, -11.779785, 0.000000
516, -0.810303, -0.122070, -0.527832, -16.708374, -11.764526, -12.100220, 0.000000
516, -0.813232, -0.118164, -0.514648, -16.998291, -11.810303, -12.466431, 0.000000
516, -0.810791, -0.116943, -0.504639, -17.089844, -11.825562, -13.031006, 0.000000
516, -0.807373, -0.121582, -0.500000, -17.227173, -12.008667, -13.381958, 0.000000
516, -0.803711, -0.120605, -0.490723, -17.623901, -11.871338, -13.824463, 0.000000
516, -0.799316, -0.128418, -0.490967, -17.578125, -11.611938, -14.221191, 0.000000
516, -0.800537, -0.129150, -0.489990, -17.639160, -11.383057, -14.617920, 0.000000
516, -0.798096, -0.130371, -0.491211, -17.730713, -11.184692, -15.045166, 0.000000
516, -0.797852, -0.135010, -0.480957, -17.761230, -10.940552, -15.472412, 0.000000
516, -0.797119, -0.137939, -0.487549, -17.684937, -10.696411, -15.792847, 0.000000
517, -0.796387, -0.141113, -0.479980, -17.471313, -10.299683, -16.113281, 0.000000
517, -0.793945, -0.145020, -0.485352, -17.364502, -10.147095, -16.479492, 0.000000
517, -0.795898, -0.147217, -0.482178, -17.410278, -9.841919, -16.647339, 0.000000
517, -0.789795, -0.144287, -0.483398, -17.272949, -9.567261, -17.028809, 0.000000
517, -0.796631, -0.144775, -0.485352, -17.456055, -9.338379, -17.227173, 0.000000
517, -0.794434, -0.149414, -0.484619, -17.501831, -8.941650, -17.272949, 0.000000
517, -0.794922, -0.155518, -0.483398, -17.837524, -8.743286, -17.486572, 0.000000
517, -0.792480, -0.152588, -0.490234, -18.432617, -8.743286, -17.562866, 0.000000
517, -0.794678, -0.161621, -0.489502, -18.859863, -8.575439, -17.639160, 0.000000
517, -0.789307, -0.166992, -0.496094, -19.180298, -8.529663, -17.639160, 0.000000
517, -0.789307, -0.164063, -0.502686, -19.668579, -8.193970, -17.532349, 0.000000
517, -0.789551, -0.170166, -0.505371, -20.080566, -7.949829, -17.303467, 0.000000
517, -0.789063, -0.179199, -0.502441, -20.248413, -8.087158, -17.166138, 0.000000
517, -0.787354, -0.181885, -0.499756, -20.675659, -7.934570, -17.105103, 0.000000
517, -0.790771, -0.181152, -0.505615, -21.301270, -7.781982, -16.952515, 0.000000
517, -0.789063, -0.183105, -0.503662, -21.652222, -7.919312, -16.754150, 0.000000
517, -0.786377, -0.181885, -0.502441, -21.942139, -7.751465, -16.494751, 0.000000
518, -0.791992, -0.182373, -0.503418, -22.186279, -7.659912, -16.220093, 0.000000
518, -0.794434, -0.182129, -0.503662, -22.506714, -7.522583, -16.082764, 0.000000
518, -0.789795, -0.181885, -0.508789, -23.010254, -7.217407, -15.838623, 0.000000
518, -0.790283, -0.181396, -0.502197, -23.361206, -7.110596, -15.625000, 0.000000
518, -0.798096, -0.179199, -0.509277, -23.498535, -6.835938, -15.487671, 0.000000
518, -0.803223, -0.174316, -0.516357, -23.910522, -6.500244, -15.304565, 0.000000
518, -0.803955, -0.175293, -0.519531, -24.124146, -6.317139, -15.167236, 0.000000
518, -0.803711, -0.174805, -0.523926, -24.368286, -6.256104, -15.136719, 0.000000
518, -0.807861, -0.169678, -0.528564, -24.566650, -6.286621, -15.029907, 0.000000
518, -0.807617, -0.167480, -0.533936, -24.765015, -6.256104, -15.045166, 0.000000
518, -0.806641, -0.169434, -0.542969, -25.085449, -6.317139, -15.014648, 0.000000
518, -0.811768, -0.168701, -0.546875, -24.932861, -6.271362, -15.197754, 0.000000
518, -0.814941, -0.167480, -0.554688, -25.024414, -6.317139, -15.197754, 0.000000
518, -0.812256, -0.169189, -0.549316, -25.070190, -6.408691, -15.289307, 0.000000
518, -0.808594, -0.168457, -0.557373, -25.268555, -6.607056, -15.411377, 0.000000
518, -0.811279, -0.168457, -0.559326, -25.192261, -6.881714, -15.563965, 0.000000
519, -0.812012, -0.165527, -0.555176, -25.009155, -6.958008, -15.625000, 0.000000
519, -0.814453, -0.170898, -0.556152, -25.039673, -7.308960, -15.563965, 0.000000
519, -0.811523, -0.173096, -0.560303, -25.115967, -7.614136, -15.594482, 0.000000
519, -0.814453, -0.173584, -0.555176, -24.948120, -7.705688, -15.808105, 0.000000
519, -0.811523, -0.175781, -0.556641, -25.085449, -7.812500, -15.808105, 0.000000
519, -0.814209, -0.173828, -0.553223, -25.146484, -7.888794, -15.823364, 0.000000
519, -0.812256, -0.178467, -0.547852, -25.268555, -7.980347, -15.792847, 0.000000
519, -0.810059, -0.179443, -0.549561, -25.329590, -8.026123, -15.823364, 0.000000
519, -0.811035, -0.179932, -0.550537, -25.497437, -8.087158, -15.899658, 0.000000
519, -0.806396, -0.179199, -0.549805, -25.527954, -8.300781, -15.563965, 0.000000
519, -0.813232, -0.175781, -0.554932, -25.619507, -8.331299, -15.625000, 0.000000
519, -0.813721, -0.168701, -0.555420, -25.817871, -8.377075, -15.670776, 0.000000
519, -0.812988, -0.165039, -0.545166, -25.848389, -8.453369, -15.457153, 0.000000
519, -0.816162, -0.159912, -0.540283, -26.016235, -8.560181, -15.411377, 0.000000
519, -0.814941, -0.149414, -0.539063, -27.069092, -8.834839, -15.533447, 0.000000
519, -0.816650, -0.138672, -0.537354, -27.389526, -8.834839, -15.426636, 0.000000
520, -0.814453, -0.138672, -0.535889, -28.121948, -8.834839, -15.609741, 0.000000
520, -0.819336, -0.140381, -0.536133, -28.701782, -8.804321, -15.808105, 0.000000
520, -0.815674, -0.134033, -0.540771, -29.129028, -8.911133, -16.067505, 0.000000
