FrameNumber, xAcc, yAcc, zAcc, xGyro, yGyro, zGyro
124, -0.857666, 0.054443, -0.452637, -22.567749, 8.789063, -12.130737, 0.000000
124, -0.859619, 0.054199, -0.456055, -22.338867, 9.292603, -11.795044, 0.000000
124, -0.853760, 0.049072, -0.461670, -22.460938, 9.658813, -11.657715, 0.000000
124, -0.853516, 0.047852, -0.470459, -22.308350, 10.345459, -11.291504, 0.000000
124, -0.852783, 0.035889, -0.476318, -22.323608, 10.726929, -10.910034, 0.000000
124, -0.854492, 0.032227, -0.482178, -22.628784, 11.062622, -10.452271, 0.000000
124, -0.854736, 0.024414, -0.488037, -22.567749, 11.489868, -10.101318, 0.000000
124, -0.854492, 0.021484, -0.491699, -22.598267, 12.039185, -9.689331, 0.000000
124, -0.856689, 0.020020, -0.503662, -22.872925, 12.298584, -9.078979, 0.000000
124, -0.858643, 0.019287, -0.514648, -23.101807, 12.435913, -8.529663, 0.000000
124, -0.864990, 0.015625, -0.520508, -23.162842, 12.573242, -8.010864, 0.000000
124, -0.860352, 0.018555, -0.527100, -23.300171, 12.756348, -7.568359, 0.000000
124, -0.862793, 0.018066, -0.531006, -23.452759, 13.031006, -7.003784, 0.000000
125, -0.863770, 0.021240, -0.544922, -23.605347, 12.969971, -6.469727, 0.000000
125, -0.860352, 0.021729, -0.542236, -23.956299, 13.137817, -5.981445, 0.000000
125, -0.865234, 0.024170, -0.550781, -24.230957, 13.000488, -5.645752, 0.000000
125, -0.867188, 0.024170, -0.553711, -24.459839, 13.000488, -5.111694, 0.000000
125, -0.864746, 0.028320, -0.561279, -24.688721, 13.122559, -4.730225, 0.000000
125, -0.869873, 0.028076, -0.568604, -24.948120, 12.908936, -4.348755, 0.000000
125, -0.873291, 0.026855, -0.575684, -25.131226, 12.725830, -4.013062, 0.000000
125, -0.870361, 0.025391, -0.579102, -25.238037, 12.481689, -3.631592, 0.000000
125, -0.874756, 0.025879, -0.584473, -25.253296, 12.237549, -3.280640, 0.000000
125, -0.877930, 0.022949, -0.591064, -25.039673, 12.023926, -3.082275, 0.000000
125, -0.875977, 0.026367, -0.600586, -24.856567, 11.611938, -2.807617, 0.000000
125, -0.878662, 0.028320, -0.606934, -24.734497, 11.306763, -2.548218, 0.000000
125, -0.878418, 0.031006, -0.618652, -24.536133, 10.986328, -2.136230, 0.000000
125, -0.882568, 0.032715, -0.620361, -24.124146, 10.482788, -2.227783, 0.000000
125, -0.883789, 0.037109, -0.616943, -23.880005, 10.101318, -2.349854, 0.000000
125, -0.880371, 0.041504, -0.614990, -23.773193, 9.384155, -2.075195, 0.000000
125, -0.882080, 0.044922, -0.621094, -23.727417, 8.850098, -1.876831, 0.000000
126, -0.880127, 0.042969, -0.612549, -23.605347, 8.209229, -1.892090, 0.000000
126, -0.884277, 0.048096, -0.612061, -23.468018, 7.400513, -1.892090, 0.000000
126, -0.878906, 0.047363, -0.613281, -23.544312, 6.683350, -2.136230, 0.000000
126, -0.879395, 0.053467, -0.601074, -23.651123, 5.950928, -2.075195, 0.000000
126, -0.876221, 0.050537, -0.596924, -23.406982, 5.264282, -2.227783, 0.000000
126, -0.877686, 0.056152, -0.596680, -23.605347, 4.592896, -2.380371, 0.000000
126, -0.873779, 0.055420, -0.585205, -23.361206, 4.028320, -2.716064, 0.000000
126, -0.873291, 0.056885, -0.574951, -23.330688, 3.494263, -3.005981, 0.000000
126, -0.870117, 0.058105, -0.570801, -23.376465, 3.036499, -3.189087, 0.000000
126, -0.870117, 0.054688, -0.567383, -23.330688, 2.716064, -3.387451, 0.000000
126, -0.868652, 0.056885, -0.557617, -23.437500, 2.258301, -3.723145, 0.000000
126, -0.866455, 0.057373, -0.554688, -23.284912, 1.983643, -3.875732, 0.000000
126, -0.866455, 0.060547, -0.551025, -22.918701, 1.800537, -4.104614, 0.000000
126, -0.861084, 0.060059, -0.549561, -22.705078, 1.373291, -4.562378, 0.000000
126, -0.856445, 0.058594, -0.543945, -22.659302, 0.991821, -4.943848, 0.000000
126, -0.858887, 0.060547, -0.537842, -22.583008, 0.839233, -5.218506, 0.000000
126, -0.857422, 0.052002, -0.533203, -22.506714, 0.640869, -5.722046, 0.000000
127, -0.856934, 0.053467, -0.527100, -22.186279, 0.122070, -6.149292, 0.000000
127, -0.854248, 0.048584, -0.523926, -22.232056, -0.335693, -6.378174, 0.000000
127, -0.853271, 0.045898, -0.524414, -22.399902, -0.595093, -6.790161, 0.000000
127, -0.850830, 0.044434, -0.519287, -22.109985, -1.037598, -7.064819, 0.000000
127, -0.848633, 0.038574, -0.523193, -22.033691, -1.205444, -7.339478, 0.000000
127, -0.848145, 0.031250, -0.519287, -22.079468, -1.586914, -7.598877, 0.000000
127, -0.849365, 0.028564, -0.523682, -21.728516, -1.998901, -7.873535, 0.000000
127, -0.845947, 0.024170, -0.513916, -21.484375, -2.288818, -8.102417, 0.000000
127, -0.840576, 0.021729, -0.514648, -21.148682, -2.700806, -8.239746, 0.000000
127, -0.840576, 0.019043, -0.518066, -20.797729, -3.128052, -8.392334, 0.000000
127, -0.844482, 0.015381, -0.508789, -20.355225, -3.494263, -8.590698, 0.000000
127, -0.841309, 0.012695, -0.502197, -19.821167, -3.906250, -8.712769, 0.000000
127, -0.838623, 0.007324, -0.491455, -19.180298, -4.730225, -8.911133, 0.000000
127, -0.834961, 0.009277, -0.489258, -18.737793, -5.157471, -9.063721, 0.000000
127, -0.833740, 0.005127, -0.480957, -18.341064, -5.401611, -9.094238, 0.000000
128, -0.831055, 0.000244, -0.471436, -17.776489, -5.508423, -9.063721, 0.000000
128, -0.829346, -0.002686, -0.459473, -17.395020, -5.661011, -9.078979, 0.000000
128, -0.827637, -0.007324, -0.452148, -16.998291, -5.889893, -9.063721, 0.000000
128, -0.827393, -0.004883, -0.447510, -16.677856, -5.981445, -9.048462, 0.000000
128, -0.831055, -0.007324, -0.431396, -16.403198, -5.874634, -8.941650, 0.000000
128, -0.822754, -0.010254, -0.423340, -15.853882, -5.706787, -8.850098, 0.000000
128, -0.820801, -0.013672, -0.421631, -15.380859, -5.538940, -8.819580, 0.000000
128, -0.822266, -0.010254, -0.413818, -15.136719, -5.157471, -8.712769, 0.000000
128, -0.818359, -0.011963, -0.413086, -15.060425, -4.684448, -8.590698, 0.000000
128, -0.818604, -0.013672, -0.408447, -15.121460, -4.501343, -8.377075, 0.000000
128, -0.813721, -0.019531, -0.405029, -15.045166, -4.196167, -8.193970, 0.000000
128, -0.810547, -0.023193, -0.393555, -15.258789, -3.585815, -8.117676, 0.000000
128, -0.812988, -0.026367, -0.399658, -15.533447, -3.097534, -7.919312, 0.000000
128, -0.809326, -0.028564, -0.402832, -15.747070, -2.655029, -7.720947, 0.000000
128, -0.809326, -0.041504, -0.410645, -16.021729, -2.349854, -7.339478, 0.000000
128, -0.809814, -0.044434, -0.413086, -16.326904, -1.739502, -6.866455, 0.000000
128, -0.806885, -0.047119, -0.413330, -16.281128, -1.235962, -6.698608, 0.000000
129, -0.812256, -0.047607, -0.423096, -16.143799, -0.946045, -6.347656, 0.000000
129, -0.808350, -0.049561, -0.421631, -15.777588, -0.503540, -6.134033, 0.000000
129, -0.807617, -0.049805, -0.422363, -15.441895, -0.152588, -5.584717, 0.000000
129, -0.812500, -0.050049, -0.427002, -15.258789, 0.045776, -5.187988, 0.000000
129, -0.819336, -0.046387, -0.432373, -14.556885, 0.488281, -4.699707, 0.000000
129, -0.818359, -0.043457, -0.434326, -14.144897, 0.869751, -4.486084, 0.000000
129, -0.821045, -0.039795, -0.436035, -13.839722, 1.052856, -4.394531, 0.000000
129, -0.823486, -0.041992, -0.445801, -13.397217, 1.281738, -3.936768, 0.000000
129, -0.826904, -0.040039, -0.447998, -12.741089, 1.373291, -3.738403, 0.000000
129, -0.826172, -0.037842, -0.456299, -12.527466, 1.434326, -3.417969, 0.000000
129, -0.823975, -0.039551, -0.453125, -12.069702, 1.388550, -3.356934, 0.000000
129, -0.825439, -0.041992, -0.450928, -11.856079, 1.113892, -2.975464, 0.000000
129, -0.822998, -0.036133, -0.449219, -11.444092, 1.159668, -2.593994, 0.000000
129, -0.822510, -0.034912, -0.447021, -11.230469, 1.266479, -2.166748, 0.000000
129, -0.822754, -0.020264, -0.443115, -10.879517, 1.358032, -1.815796, 0.000000
129, -0.818359, -0.021240, -0.431641, -10.635376, 1.296997, -1.495361, 0.000000
129, -0.821777, -0.015625, -0.423828, -10.437012, 1.251221, -1.190186, 0.000000
130, -0.821533, -0.008301, -0.420166, -10.696411, 1.464844, -0.900269, 0.000000
130, -0.827637, -0.000732, -0.407715, -10.940552, 1.724243, -0.595093, 0.000000
130, -0.828857, 0.001465, -0.407715, -11.199951, 1.983643, -0.350952, 0.000000
130, -0.831787, 0.012939, -0.399170, -11.428833, 2.410889, -0.183105, 0.000000
130, -0.830078, 0.014160, -0.387451, -11.718750, 2.914429, -0.122070, 0.000000
130, -0.826660, 0.021729, -0.386475, -12.039185, 3.448486, -0.152588, 0.000000
130, -0.830566, 0.022705, -0.389404, -12.374878, 4.119873, -0.106812, 0.000000
130, -0.831787, 0.024902, -0.388672, -12.741089, 4.699707, -0.122070, 0.000000
130, -0.834717, 0.027100, -0.394043, -13.092041, 5.493164, -0.137329, 0.000000
130, -0.830322, 0.028076, -0.394531, -13.275146, 6.210327, -0.137329, 0.000000
130, -0.831299, 0.023682, -0.405518, -13.595581, 6.958008, -0.183105, 0.000000
130, -0.834229, 0.027588, -0.411621, -13.519287, 7.736206, -0.198364, 0.000000
130, -0.835938, 0.026611, -0.423584, -13.549805, 8.331299, -0.213623, 0.000000
130, -0.841064, 0.023193, -0.433838, -13.687134, 9.155273, -0.411987, 0.000000
130, -0.842773, 0.023438, -0.440186, -13.687134, 9.780884, -0.549316, 0.000000
130, -0.840820, 0.020996, -0.459473, -13.748169, 10.467529, -0.289917, 0.000000
130, -0.844727, 0.018555, -0.469971, -14.022827, 11.062622, -0.198364, 0.000000
131, -0.848633, 0.016113, -0.486084, -14.282227, 11.505127, -0.320435, 0.000000
131, -0.854736, 0.013184, -0.495117, -14.709473, 11.779785, -0.289917, 0.000000
131, -0.854248, 0.013184, -0.518066, -15.243530, 11.962891, -0.259399, 0.000000
131, -0.860840, 0.011230, -0.532471, -15.808105, 12.252808, -0.137329, 0.000000
131, -0.860840, 0.012451, -0.544678, -16.433716, 12.481689, 0.030518, 0.000000
131, -0.859619, 0.013184, -0.563721, -17.074585, 12.374878, 0.228882, 0.000000
131, -0.865967, 0.012207, -0.579346, -17.578125, 12.252808, 0.198364, 0.000000
131, -0.864502, 0.009766, -0.599365, -18.173218, 11.932373, 0.350952, 0.000000
131, -0.865234, 0.014160, -0.607178, -18.875122, 11.734009, 0.549316, 0.000000
131, -0.872070, 0.009277, -0.617920, -19.729614, 11.184692, 0.701904, 0.000000
131, -0.874023, 0.009277, -0.630127, -20.370483, 10.650635, 0.762939, 0.000000
131, -0.876953, 0.010254, -0.644043, -20.950317, 10.086060, 0.701904, 0.000000
131, -0.876953, 0.005371, -0.651611, -21.392822, 9.246826, 0.549316, 0.000000
131, -0.879883, 0.005371, -0.661865, -22.064209, 8.377075, 0.625610, 0.000000
131, -0.879150, 0.007324, -0.665527, -22.567749, 7.461548, 0.625610, 0.000000
131, -0.884277, 0.002197, -0.664795, -23.086548, 6.408691, 0.625610, 0.000000
132, -0.884277, 0.005371, -0.674805, -23.422241, 5.477905, 0.473022, 0.000000
132, -0.885498, 0.001465, -0.675049, -23.620605, 4.486084, 0.335693, 0.000000
132, -0.889648, 0.006104, -0.671387, -23.864746, 3.585815, 0.244141, 0.000000
132, -0.891357, 0.003174, -0.670898, -24.002075, 2.334595, 0.183105, 0.000000
132, -0.889648, 0.003418, -0.671387, -24.322510, 1.373291, 0.045776, 0.000000
132, -0.894775, 0.004639, -0.660889, -24.505615, 0.213623, -0.091553, 0.000000
132, -0.895752, 0.005371, -0.654541, -24.322510, -0.930786, -0.396729, 0.000000
132, -0.897217, 0.010498, -0.644531, -24.246216, -1.968384, -0.900269, 0.000000
132, -0.897705, 0.011475, -0.641113, -23.986816, -2.914429, -1.098633, 0.000000
132, -0.899902, 0.014404, -0.628174, -23.651123, -3.662109, -1.571655, 0.000000
132, -0.901611, 0.018311, -0.613281, -23.406982, -4.302979, -2.151489, 0.000000
132, -0.903320, 0.018799, -0.600830, -22.811890, -5.065918, -2.624512, 0.000000
132, -0.903809, 0.023193, -0.589844, -22.277832, -5.661011, -3.143311, 0.000000
132, -0.902588, 0.023682, -0.579346, -21.774292, -6.072998, -3.738403, 0.000000
132, -0.902832, 0.030029, -0.570313, -21.270752, -6.439209, -4.348755, 0.000000
132, -0.900146, 0.025391, -0.556885, -20.935059, -6.958008, -4.943848, 0.000000
132, -0.908203, 0.030273, -0.543701, -20.584106, -7.141113, -5.599976, 0.000000
133, -0.902344, 0.027588, -0.541260, -20.111084, -7.064819, -6.271362, 0.000000
133, -0.903564, 0.027344, -0.537598, -20.065308, -7.186890, -6.851196, 0.000000
133, -0.906494, 0.026367, -0.533691, -19.744873, -7.308960, -7.446289, 0.000000
133, -0.902832, 0.031738, -0.524902, -19.195557, -7.369995, -7.965088, 0.000000
133, -0.906494, 0.031250, -0.514404, -18.875122, -7.476807, -8.529663, 0.000000
133, -0.907227, 0.028320, -0.515137, -18.859863, -7.293701, -9.231567, 0.000000
133, -0.903809, 0.030518, -0.509277, -18.310547, -7.232666, -9.796143, 0.000000
133, -0.901611, 0.031006, -0.493652, -18.127441, -7.019043, -10.223389, 0.000000
133, -0.902832, 0.032471, -0.481689, -18.249512, -6.668091, -10.681152, 0.000000
133, -0.903076, 0.032471, -0.468994, -17.959595, -6.134033, -11.276245, 0.000000
133, -0.904785, 0.032227, -0.471191, -18.142700, -5.645752, -11.688232, 0.000000
133, -0.905762, 0.032715, -0.460205, -18.615723, -5.096436, -12.115479, 0.000000
133, -0.903320, 0.033203, -0.450195, -19.134521, -4.577637, -12.664795, 0.000000
133, -0.906982, 0.030029, -0.456055, -19.332886, -3.829956, -12.969971, 0.000000
133, -0.905273, 0.030518, -0.448242, -19.882202, -3.005981, -13.351440, 0.000000
133, -0.907227, 0.028320, -0.444092, -20.553589, -2.151489, -13.641357, 0.000000
133, -0.905273, 0.029053, -0.435059, -21.209717, -1.342773, -13.946533, 0.000000
134, -0.905518, 0.027344, -0.436279, -21.911621, -0.381470, -14.190674, 0.000000
134, -0.899902, 0.025391, -0.433838, -22.644043, 0.442505, -14.495850, 0.000000
134, -0.903076, 0.021484, -0.437500, -23.651123, 1.678467, -14.648438, 0.000000
134, -0.902588, 0.011963, -0.439209, -24.368286, 2.777100, -14.801025, 0.000000
134, -0.904053, 0.010986, -0.441406, -25.573730, 3.906250, -14.923096, 0.000000
134, -0.912109, 0.004639, -0.447754, -26.397705, 5.249023, -14.862061, 0.000000
134, -0.913086, -0.002441, -0.456055, -27.221680, 6.378174, -14.831543, 0.000000
134, -0.915039, -0.006836, -0.467773, -28.259277, 7.629395, -14.648438, 0.000000
134, -0.916992, -0.014893, -0.487061, -28.793335, 8.819580, -14.572144, 0.000000
134, -0.921143, -0.021484, -0.498779, -29.403687, 9.613037, -14.404297, 0.000000
134, -0.926270, -0.031006, -0.526611, -29.800415, 10.482788, -14.404297, 0.000000
134, -0.923828, -0.034424, -0.541748, -30.242920, 11.199951, -14.099121, 0.000000
134, -0.926270, -0.037598, -0.556396, -30.761719, 11.672974, -13.946533, 0.000000
134, -0.924561, -0.046387, -0.582031, -30.838013, 11.886597, -13.778687, 0.000000
134, -0.928711, -0.048584, -0.609375, -30.731201, 12.145996, -13.549805, 0.000000
134, -0.929443, -0.051025, -0.618408, -30.899048, 12.191772, -13.320923, 0.000000
135, -0.929932, -0.056396, -0.635498, -30.532837, 11.871338, -13.092041, 0.000000
135, -0.933838, -0.054932, -0.641602, -30.303955, 11.703491, -12.908936, 0.000000
135, -0.938477, -0.052979, -0.650391, -30.258179, 11.199951, -12.771606, 0.000000
135, -0.936035, -0.051270, -0.660889, -29.785156, 10.986328, -12.619019, 0.000000
135, -0.940674, -0.054443, -0.671631, -29.403687, 10.421753, -12.481689, 0.000000
135, -0.939453, -0.055420, -0.675293, -29.190063, 9.567261, -12.481689, 0.000000
135, -0.937744, -0.048584, -0.671875, -28.869629, 9.017944, -12.329102, 0.000000
135, -0.937500, -0.050049, -0.680420, -28.472900, 8.529663, -12.329102, 0.000000
135, -0.937500, -0.050049, -0.680420, -28.320313, 7.949829, -12.573242, 0.000000
135, -0.933105, -0.047119, -0.677979, -27.740479, 7.354736, -12.634277, 0.000000
135, -0.933594, -0.040771, -0.668457, -27.374268, 6.576538, -12.695313, 0.000000
135, -0.937256, -0.036377, -0.666260, -26.885986, 6.195068, -12.802124, 0.000000
135, -0.936035, -0.031250, -0.665527, -26.809692, 5.523682, -13.107300, 0.000000
135, -0.929199, -0.030762, -0.658447, -26.611328, 4.943848, -13.473511, 0.000000
135, -0.931641, -0.027344, -0.652100, -26.168823, 4.470825, -13.839722, 0.000000
135, -0.922119, -0.028320, -0.644043, -26.016235, 4.150391, -14.266968, 0.000000
135, -0.917969, -0.026367, -0.633057, -25.833130, 3.814697, -14.633179, 0.000000
136, -0.920898, -0.025146, -0.635254, -25.527954, 3.509521, -14.846802, 0.000000
136, -0.917480, -0.028320, -0.627441, -25.436401, 3.082275, -15.319824, 0.000000
136, -0.913574, -0.028809, -0.629395, -25.421143, 2.975464, -15.960693, 0.000000
136, -0.910889, -0.029785, -0.621094, -25.451660, 2.685547, -16.342163, 0.000000
136, -0.903320, -0.029541, -0.620850, -25.314331, 2.517700, -16.784668, 0.000000
136, -0.902100, -0.035645, -0.616943, -25.405884, 2.349854, -17.074585, 0.000000
136, -0.897949, -0.037842, -0.612793, -25.375366, 2.212524, -17.532349, 0.000000
136, -0.896729, -0.042969, -0.620605, -25.451660, 1.846313, -17.959595, 0.000000
136, -0.898438, -0.043457, -0.621826, -25.604248, 1.678467, -18.493652, 0.000000
136, -0.896240, -0.048828, -0.626221, -25.726318, 1.632690, -18.844604, 0.000000
136, -0.892822, -0.049805, -0.617432, -25.878906, 1.495361, -19.302368, 0.000000
136, -0.888916, -0.050781, -0.629639, -25.619507, 1.129150, -19.836426, 0.000000
136, -0.886963, -0.058105, -0.627930, -25.558472, 0.778198, -20.004272, 0.000000
136, -0.889160, -0.061768, -0.628174, -25.787354, 0.411987, -20.446777, 0.000000
136, -0.886963, -0.063232, -0.623291, -25.726318, 0.000000, -21.102905, 0.000000
136, -0.888916, -0.066895, -0.624756, -25.680542, -0.473022, -21.362305, 0.000000
136, -0.884033, -0.070068, -0.622559, -25.817871, -1.129150, -21.957397, 0.000000
137, -0.881348, -0.071289, -0.619385, -25.543213, -1.708984, -22.506714, 0.000000
137, -0.878418, -0.076904, -0.630127, -25.314331, -2.304077, -22.903442, 0.000000
137, -0.877686, -0.083008, -0.638672, -25.222778, -2.929688, -23.635864, 0.000000
137, -0.880615, -0.086670, -0.637207, -24.810791, -3.570557, -24.215698, 0.000000
137, -0.877686, -0.094238, -0.632080, -24.444580, -4.196167, -24.627686, 0.000000
137, -0.872070, -0.101318, -0.626709, -24.353027, -5.004883, -25.146484, 0.000000
137, -0.873291, -0.107666, -0.626709, -24.322510, -5.783081, -25.833130, 0.000000
137, -0.864746, -0.120605, -0.621338, -24.002075, -6.668091, -26.062012, 0.000000
137, -0.867188, -0.126953, -0.621582, -23.849487, -7.537842, -26.351929, 0.000000
137, -0.860107, -0.135010, -0.607422, -23.941040, -8.193970, -26.763916, 0.000000
137, -0.854980, -0.139648, -0.608887, -23.712158, -9.094238, -26.962280, 0.000000
137, -0.852051, -0.150391, -0.601318, -23.269653, -10.131836, -27.236938, 0.000000
137, -0.846924, -0.159424, -0.585693, -22.964478, -11.199951, -27.297974, 0.000000
137, -0.843262, -0.165771, -0.573730, -22.552490, -11.993408, -27.420044, 0.000000
137, -0.839355, -0.177246, -0.562256, -22.033691, -12.619019, -27.252197, 0.000000
137, -0.834229, -0.184326, -0.547363, -21.789551, -13.214111, -27.160645, 0.000000
138, -0.829590, -0.191650, -0.536621, -21.530151, -13.809204, -26.977539, 0.000000
138, -0.821533, -0.196777, -0.520264, -21.331787, -14.190674, -26.763916, 0.000000
138, -0.816406, -0.211182, -0.507813, -20.950317, -14.541626, -26.458740, 0.000000
138, -0.813721, -0.215820, -0.492432, -20.324707, -14.694214, -26.000977, 0.000000
138, -0.807373, -0.225342, -0.485107, -19.989014, -14.877319, -25.573730, 0.000000
138, -0.799072, -0.229980, -0.466553, -19.668579, -15.045166, -25.177002, 0.000000
138, -0.801025, -0.231934, -0.452148, -19.165039, -14.907837, -24.536133, 0.000000
138, -0.794434, -0.237549, -0.449463, -18.707275, -14.633179, -23.712158, 0.000000
138, -0.794189, -0.238281, -0.430176, -18.478394, -14.282227, -23.056030, 0.000000
138, -0.792480, -0.235352, -0.418701, -18.554688, -14.144897, -22.293091, 0.000000
138, -0.789551, -0.230957, -0.408203, -18.447876, -13.809204, -21.560669, 0.000000
138, -0.788818, -0.229736, -0.399902, -18.615723, -13.336182, -20.812988, 0.000000
138, -0.785645, -0.225098, -0.388672, -19.012451, -12.954712, -20.034790, 0.000000
138, -0.788574, -0.221436, -0.388916, -19.485474, -12.313843, -19.271851, 0.000000
138, -0.790283, -0.214111, -0.377686, -19.851685, -11.734009, -18.600464, 0.000000
138, -0.793213, -0.208740, -0.383057, -20.278931, -11.276245, -18.005371, 0.000000
138, -0.794922, -0.206543, -0.381348, -20.523071, -10.925293, -17.456055, 0.000000
139, -0.799072, -0.200684, -0.382080, -20.812988, -10.345459, -17.028809, 0.000000
139, -0.800049, -0.196045, -0.386963, -21.163940, -9.902954, -16.601563, 0.000000
139, -0.803467, -0.188965, -0.389404, -21.438599, -9.307861, -16.403198, 0.000000
139, -0.801270, -0.193848, -0.390137, -21.789551, -8.728027, -16.082764, 0.000000
139, -0.803711, -0.190674, -0.393555, -22.415161, -8.422852, -15.655518, 0.000000
139, -0.806396, -0.187256, -0.400146, -22.384644, -8.209229, -15.335083, 0.000000
139, -0.807373, -0.183594, -0.406738, -22.674561, -7.797241, -15.197754, 0.000000
139, -0.810547, -0.180908, -0.416260, -23.223877, -7.507324, -15.014648, 0.000000
139, -0.809570, -0.180420, -0.415039, -23.483276, -7.369995, -14.648438, 0.000000
139, -0.808594, -0.181641, -0.425293, -23.651123, -7.217407, -14.358521, 0.000000
139, -0.810303, -0.176514, -0.423584, -23.941040, -7.049561, -14.236450, 0.000000
139, -0.812256, -0.174561, -0.430420, -23.925781, -6.835938, -14.068604, 0.000000
139, -0.812744, -0.165039, -0.429443, -24.063110, -6.958008, -13.854980, 0.000000
139, -0.813721, -0.167480, -0.431396, -24.124146, -6.820679, -13.870239, 0.000000
139, -0.813477, -0.162842, -0.429932, -24.047852, -6.652832, -14.022827, 0.000000
139, -0.814209, -0.160645, -0.427734, -24.124146, -6.546021, -13.946533, 0.000000
139, -0.819092, -0.158691, -0.428955, -24.322510, -6.408691, -13.977051, 0.000000
140, -0.818359, -0.158203, -0.431885, -24.124146, -6.210327, -13.870239, 0.000000
140, -0.818115, -0.153809, -0.431641, -24.002075, -5.874634, -13.854980, 0.000000
140, -0.820313, -0.157471, -0.441406, -24.108887, -5.599976, -13.870239, 0.000000
140, -0.816650, -0.153076, -0.441406, -24.032593, -5.340576, -13.854980, 0.000000
140, -0.816895, -0.155029, -0.444092, -24.093628, -5.081177, -13.687134, 0.000000
140, -0.816406, -0.153076, -0.445068, -24.154663, -5.035400, -13.717651, 0.000000
140, -0.817871, -0.152588, -0.450684, -24.185181, -4.745483, -13.519287, 0.000000
140, -0.818359, -0.151123, -0.452393, -24.215698, -4.470825, -13.275146, 0.000000
140, -0.816895, -0.151611, -0.459473, -24.307251, -4.348755, -13.198853, 0.000000
140, -0.817627, -0.152100, -0.460205, -24.490356, -4.104614, -13.107300, 0.000000
140, -0.811768, -0.148682, -0.474365, -24.780273, -3.692627, -13.000488, 0.000000
140, -0.812012, -0.146729, -0.473633, -24.719238, -3.616333, -12.710571, 0.000000
140, -0.819580, -0.147461, -0.479248, -24.826050, -3.494263, -12.557983, 0.000000
140, -0.814941, -0.139893, -0.472656, -25.085449, -3.219604, -12.435913, 0.000000
140, -0.818604, -0.136963, -0.488770, -25.268555, -3.234863, -12.313843, 0.000000
140, -0.818848, -0.141846, -0.488770, -25.360107, -3.387451, -11.932373, 0.000000
141, -0.818604, -0.135010, -0.492432, -25.543213, -3.143311, -11.779785, 0.000000
141, -0.819824, -0.135010, -0.487793, -25.497437, -2.944946, -11.810303, 0.000000
141, -0.822754, -0.128174, -0.491455, -25.527954, -2.944946, -11.917114, 0.000000
141, -0.820801, -0.124512, -0.504883, -25.665283, -2.716064, -11.764526, 0.000000
141, -0.822021, -0.122803, -0.507568, -25.756836, -2.456665, -11.398315, 0.000000
141, -0.823730, -0.118408, -0.504150, -25.970459, -2.334595, -11.245728, 0.000000
141, -0.825439, -0.117676, -0.509766, -26.016235, -2.319336, -11.199951, 0.000000
141, -0.827393, -0.110107, -0.511963, -26.336670, -2.334595, -11.154175, 0.000000
141, -0.828125, -0.100830, -0.518555, -26.763916, -2.288818, -11.215210, 0.000000
141, -0.833740, -0.092773, -0.521729, -27.252197, -2.197266, -11.398315, 0.000000
141, -0.833252, -0.092529, -0.514160, -27.664185, -2.380371, -11.642456, 0.000000
141, -0.833252, -0.084229, -0.507813, -27.770996, -2.395630, -11.871338, 0.000000
141, -0.839355, -0.082275, -0.516602, -28.030396, -2.593994, -12.008667, 0.000000
141, -0.840576, -0.078369, -0.522705, -28.213501, -2.655029, -12.344360, 0.000000
141, -0.839111, -0.074951, -0.517334, -28.381348, -2.761841, -12.817383, 0.000000
141, -0.840332, -0.074951, -0.523682, -28.610229, -2.593994, -13.229370, 0.000000
141, -0.842285, -0.075439, -0.515381, -28.640747, -2.655029, -13.595581, 0.000000
142, -0.840576, -0.075684, -0.518555, -28.564453, -2.563477, -14.190674, 0.000000
142, -0.846924, -0.078857, -0.516846, -28.396606, -2.609253, -14.511108, 0.000000
142, -0.844971, -0.075195, -0.514404, -28.350830, -2.441406, -14.999390, 0.000000
142, -0.840332, -0.076172, -0.511719, -28.167725, -2.212524, -15.426636, 0.000000
142, -0.844727, -0.074707, -0.512939, -28.060913, -2.075195, -15.747070, 0.000000
142, -0.843994, -0.075684, -0.511230, -28.411865, -2.014160, -16.204834, 0.000000
142, -0.843262, -0.074463, -0.507813, -28.594971, -2.044678, -16.616821, 0.000000
142, -0.843750, -0.079590, -0.516113, -28.808594, -1.968384, -16.967773, 0.000000
142, -0.843506, -0.079346, -0.510742, -29.006958, -1.907349, -17.257690, 0.000000
142, -0.842285, -0.072510, -0.506104, -29.388428, -1.892090, -17.379761, 0.000000
142, -0.846436, -0.074463, -0.508545, -29.754639, -1.647949, -17.684937, 0.000000
142, -0.844971, -0.074463, -0.510986, -29.922485, -1.678467, -18.035889, 0.000000
142, -0.844727, -0.077637, -0.512207, -30.288696, -1.647949, -18.295288, 0.000000
142, -0.848633, -0.076660, -0.512939, -30.838013, -1.510620, -18.600464, 0.000000
142, -0.846191, -0.077393, -0.517090, -31.188965, -1.464844, -18.905640, 0.000000
142, -0.845215, -0.074219, -0.518555, -31.539917, -1.174927, -18.951416, 0.000000
142, -0.849609, -0.076416, -0.526367, -31.814575, -1.159668, -19.256592, 0.000000
143, -0.853516, -0.080811, -0.520752, -31.906128, -1.235962, -19.485474, 0.000000
143, -0.848145, -0.081543, -0.521484, -32.043457, -1.296997, -19.592285, 0.000000
143, -0.850342, -0.078857, -0.526611, -32.424927, -1.480103, -19.897461, 0.000000
143, -0.850098, -0.080566, -0.528809, -32.684326, -1.586914, -20.111084, 0.000000
